3218	9928
3122	9928
790	9928
8179	9928
4049	9928
12202	9928
2417	9928
2403	9928
10094	9928
10061	9928
10032	9928
9982	9928
9657	9928
9250	9928
9168	9928
9155	9928
12435	9928
3004	9928
2823	9928
565	9928
447	9928
447	9928
283	9928
89	9928
8775	9928
8699	9928
8639	9928
8283	9928
8092	9928
7917	9928
7808	9928
7607	9928
7507	9928
7447	9928
3836	9928
3474	9928
3427	9928
3340	9928
4563	9928
5265	9928
7101	9928
7014	9928
6762	9928
6746	9928
12130	9928
12059	9928
11800	9928
11578	9928
11568	9928
2124	9928
6171	9928
6076	9928
6055	9928
5987	9928
5914	9928
5856	9928
11440	9928
11160	9928
11002	9928
10974	9928
10727	9929
9739	9929
8210	9929
2405	9929
1620	9929
10479	9929
10210	9929
10134	9929
9575	9929
9106	9929
12473	9929
2608	9929
546	9929
424	9929
322	9929
307	9929
8298	9929
7971	9929
7882	9929
4783	9929
4764	9929
4744	9929
4744	9929
4660	9929
4571	9929
5530	9929
5457	9929
5305	9929
12001	9929
11849	9929
2191	9929
2075	9929
1773	9929
1773	9929
1668	9929
6279	9929
5965	9929
1495	9929
11209	9929
10954	9929
1774	9930
10591	9931
12348	9931
12338	9931
2324	9931
1629	9931
10443	9931
9182	9931
12531	9931
3031	9931
2924	9931
48	9931
8543	9931
5126	9931
12001	9931
11375	9931
10660	9932
10657	9932
13117	9932
10035	9932
12895	9932
12472	9932
7668	9932
4552	9932
1267	9932
1076	9932
8184	9933
4050	9933
10460	9933
10181	9933
3014	9933
3408	9933
4193	9933
8993	9934
4098	9934
4843	9934
12213	9934
9614	9934
7872	9934
5608	9934
6969	9934
11205	9934
10571	9935
9045	9935
7414	9935
1584	9935
10306	9935
9440	9935
9111	9935
12612	9935
2980	9935
11585	9935
1086	9935
9831	9936
13155	9936
3249	9936
793	9936
8125	9936
5693	9936
7331	9936
2383	9936
6526	9936
6418	9936
1633	9936
9610	9936
3089	9936
2720	9936
8776	9936
7822	9936
7560	9936
3860	9936
4340	9936
5535	9936
5254	9936
7178	9936
6997	9936
6983	9936
6883	9936
6830	9936
6772	9936
6680	9936
6597	9936
11939	9936
1815	9936
6066	9936
5789	9936
1443	9936
1342	9936
869	9936
10847	9936
10785	9936
9691	9937
12345	9937
9633	9937
3007	9937
8652	9937
7977	9937
3786	9937
3750	9937
4670	9937
5350	9937
11992	9937
2012	9937
6324	9937
1514	9937
968	9937
4117	9938
4117	9938
2342	9938
9114	9938
12389	9938
8541	9938
5246	9938
6913	9938
11771	9938
6018	9938
1497	9938
13023	9939
5689	9939
10042	9939
9505	9939
12965	9939
2489	9939
163	9939
107	9939
3633	9939
4276	9939
5250	9939
5801	9939
7414	9940
9940	9940
9608	9940
6672	9940
10622	9941
9877	9941
13162	9941
3113	9941
12968	9941
2635	9941
8519	9941
3381	9941
3319	9941
5254	9941
12067	9941
11959	9941
6384	9941
1529	9941
10658	9942
13177	9942
3232	9942
9057	9942
12307	9942
12299	9942
10368	9942
10282	9942
9239	9942
12487	9942
3105	9942
3004	9942
301	9942
7710	9942
3533	9942
5507	9942
7108	9942
7062	9942
2204	9942
1695	9942
1405	9942
1282	9942
13029	9943
3179	9943
4061	9943
2386	9943
6524	9943
10386	9943
10269	9943
10046	9943
10040	9943
9637	9943
